Student ID,Name,Gender,GPA,Height,Weight
202460858,Rowoon Roberts,Male,3.74,172.9,67.2
202379080,Donna Woo,Female,4.25,151.9,42.4
202043220,Cynthia Lim,Female,3.6,162.0,52.3
202387940,Sujin Yang,Female,2.74,162.1,38.6
202414947,Irene Jones,Female,3.59,164.4,60.6
202588075,Minseok Lee,Male,3.86,176.0,76.6
202437500,Shuhua Harris,Female,3.64,159.7,54.5
202105283,Rebecca Roberts,Female,2.71,154.3,54.8
202189290,Hyoyeon Ko,Female,4.23,169.0,72.0
202605314,Rei Torres,Female,2.99,160.3,60.4
202318742,James Clark,Male,3.17,178.2,71.8
202052544,Brandon Chung,Male,3.51,189.1,71.2
202383235,Ningning Adams,Female,3.11,163.2,54.1
202482150,Donna Cho,Female,3.11,166.9,63.2
202676456,Susan Williams,Female,2.17,163.2,53.5
202394343,Jeremy Clark,Male,2.69,183.3,86.5
202584947,Seoyeon Ha,Female,3.76,159.0,39.8
202313416,Joy Joo,Female,3.76,162.7,58.7
202426122,Mina Yang,Female,3.09,157.1,57.0
202631902,Emma Moore,Female,3.74,162.9,66.8
202127104,Michael Sanchez,Male,3.31,173.1,76.3
202650302,Kimberly Young,Female,3.55,152.5,53.7
202364409,Minseok Walker,Male,4.09,187.8,98.6
202129645,Yoongi Cho,Male,2.54,180.0,70.6
202560770,Helen Robinson,Female,3.1,165.6,60.6
202324514,Roger Woo,Male,3.13,166.9,66.4
202300062,Chaewon Nguyen,Female,3.55,162.6,50.9
202656429,Aaron Yoon,Male,3.05,168.8,63.4
202495321,Sunny Ko,Female,3.36,156.4,56.2
202071460,Yerim Baker,Female,2.35,161.0,48.6
202280978,Joan Perez,Female,3.74,167.5,71.0
202073605,Patrick Baker,Male,3.04,174.5,73.5
202488174,Heather Sanchez,Female,2.53,171.2,55.0
202385894,Miyeon Min,Female,3.35,166.4,55.9
202334348,Rowoon Kim,Male,1.64,172.0,62.9
202334118,Miyeon Garcia,Female,2.37,156.2,61.6
202559992,Harold Jeon,Male,3.25,183.8,84.5
202016475,Rachel Hong,Female,2.74,161.6,63.2
202167432,Sean Torres,Male,3.4,178.2,74.0
202370195,Yuqi Lee,Female,2.67,158.7,48.7
202610416,Yeri Thomas,Female,3.34,150.5,52.8
202458515,Seoyeon Moore,Female,3.52,156.4,49.8
202524732,Tiffany La,Female,2.77,167.0,52.3
202451109,Keith Campbell,Male,4.3,175.6,75.5
202672442,Ronald Chung,Male,2.64,176.5,72.2
202420168,Thomas Anderson,Male,3.99,174.5,74.9
202268293,Betty Moon,Female,3.65,162.1,56.5
202046072,Alexander Torres,Male,3.54,179.5,66.4
202687163,Eric Chung,Male,3.33,169.2,54.2
202291397,Eunji Taylor,Female,3.45,163.6,63.1
202129611,Mary Allen,Female,3.16,163.1,63.8
202174486,Paul Johnson,Male,2.2,169.1,78.5
202337192,Seungmin Hall,Male,3.93,166.7,59.2
202501331,Liz Cha,Female,3.01,161.1,52.4
202636016,Minseok Oh,Male,2.79,170.2,59.9
202455713,Jungkook Moon,Male,2.57,168.8,66.3
202098557,Yeri Won,Female,3.53,158.5,47.8
202627079,Carol Choi,Female,2.58,163.2,57.6
202644552,Minho Song,Male,3.34,170.5,74.4
202658591,Julie Lee,Female,3.72,158.1,60.7
202376449,Susan Ahn,Female,3.51,160.0,59.9
202172674,Kyungsoo Davis,Male,3.7,170.5,57.0
202146517,Sujin King,Female,3.18,167.5,50.0
202630730,Ronald Bae,Male,2.94,175.8,60.4
202492084,Debra Williams,Female,2.65,153.2,55.8
202214699,Miyeon Walker,Female,3.48,154.4,46.9
202230888,Jungwoo Carter,Male,2.69,175.4,73.0
202207870,Jonathan Ryu,Male,2.65,178.8,81.6
202512760,Deborah Anderson,Female,4.29,157.0,48.6
202271005,Irene Jang,Female,3.93,159.3,53.0
202474759,Joyce Mitchell,Female,3.18,163.4,58.5
202324871,Yoongi Hernandez,Male,2.01,174.3,77.5
202453052,Sujin Thomas,Female,2.74,173.4,60.9
202287511,Chani Jeon,Male,4.3,166.4,69.2
202656570,Diane Jin,Female,3.29,164.9,50.1
202015342,Rosé Perez,Female,2.79,161.7,50.9
202205621,Shirley Moore,Female,3.01,164.2,54.8
202252758,Anthony Thomas,Male,3.31,173.7,65.4
202148837,Jacob Wilson,Male,3.84,170.3,55.4
202129353,Gaeul Baek,Female,3.92,156.1,53.3
202532594,Thomas Nelson,Male,1.88,176.5,80.5
202093429,Joseph Roberts,Male,3.96,179.9,70.2
202529553,Jimin Min,Male,4.26,172.1,69.9
202565317,Hoseok Kim,Male,3.24,181.3,64.8
202160481,Chanyeol Young,Male,2.76,163.3,53.5
202175864,Hayoon Lewis,Female,2.68,148.6,46.4
202404127,Jaemin Lee,Male,2.16,173.6,64.4
202612036,Gerald Gonzalez,Male,2.28,173.9,77.5
202516322,Joseph Min,Male,3.24,178.1,79.4
202436457,Harold Wilson,Male,4.3,163.3,67.7
202357635,Mina Cha,Female,3.9,163.2,60.5
202507921,Yujin Jeon,Female,3.18,159.1,36.2
202355664,Jihyo Wright,Female,3.0,159.6,48.4
202578469,Karen Gonzalez,Female,2.51,169.9,54.9
202550318,Douglas Garcia,Male,4.3,180.6,85.4
202486841,Yerim Davis,Female,3.3,167.4,62.9
202271570,Jonathan Yoon,Male,3.39,168.7,52.7
202656670,Sakura Joo,Female,3.03,163.6,58.4
202335763,Tzuyu Ha,Female,4.3,159.7,52.6
202331463,Sooyoung Cheon,Female,4.3,158.7,42.2
202006967,Sandra Gonzalez,Female,4.3,161.2,66.5
202323820,Jisung Scott,Male,3.5,183.3,77.1
202596425,Jaemin Lim,Male,3.26,181.8,73.9
202236409,Christopher Song,Male,2.06,158.6,53.4
202592169,Terry Cha,Male,3.47,166.6,62.9
202174936,Haun Cho,Female,4.3,153.6,35.3
202578989,Sungmin Phillips,Male,3.25,182.2,83.4
202298822,Baekhyun Ku,Male,3.19,157.7,60.0
202414258,Yujin Hill,Female,3.41,159.3,50.6
202269698,Nicholas Cheon,Male,3.46,183.7,78.3
202163205,Joan Moore,Female,3.94,157.7,67.9
202265637,Diane Lopez,Female,2.54,160.3,57.0
202535620,Gaeul Oh,Female,4.17,160.4,45.0
202489900,Melissa Ahn,Female,3.05,156.9,60.1
202121451,Yeri Cheon,Female,3.25,153.1,46.8
202103150,Jiho Ramirez,Male,4.24,177.9,68.9
202106283,Carol Scott,Female,2.76,162.7,65.6
202687481,Mina Mitchell,Female,2.95,167.8,58.4
202178000,Angela Miller,Female,3.23,160.2,48.2
202522721,Taejun Cho,Male,2.75,176.0,78.3
202059976,Harold Nelson,Male,2.78,175.7,68.8
202122727,Seokjin Kwon,Male,3.02,171.8,72.1
202310819,Brenda Jeon,Female,3.26,171.7,59.0
202512798,Jose Jackson,Male,2.4,163.8,63.6
202287624,Haun Cha,Female,2.86,162.0,50.7
202554735,Joy Scott,Female,2.42,166.9,57.1
202178999,Stephanie Lee,Female,4.3,157.6,53.9
202590369,Anthony Cha,Male,4.06,181.2,77.2
202051175,Catherine Chung,Female,4.16,162.8,50.7
202167059,Lisa Gonzalez,Female,3.21,154.7,46.4
202635241,Yixing Seo,Male,4.06,173.3,78.2
202442587,Christina Brown,Female,3.04,155.9,48.0
202069392,Michael Martinez,Male,3.4,177.6,86.0
202066587,Joyce Choi,Female,2.68,165.1,50.7
202321772,Debra La,Female,1.89,162.8,49.0
202606309,Nayeon Johnson,Female,3.93,160.1,59.6
202033515,Jonathan Rodriguez,Male,2.82,174.3,69.7
202619606,Taejun Cho,Male,3.98,171.9,66.2
202374225,Chanyeol Jeon,Male,3.93,159.1,62.4
202485442,Harold Oh,Male,3.62,179.3,77.5
202674334,Seulgi Yoo,Female,2.98,157.1,65.1
202100274,Yujun Eom,Male,2.9,174.7,66.7
202690461,Kevin Wilson,Male,3.58,166.1,60.6
202685297,Yoona Robinson,Female,3.34,162.1,53.2
202560231,Haun King,Female,2.85,164.0,48.4
202550482,Taejun Ku,Male,3.14,172.9,70.4
202625271,Ruth Nguyen,Female,2.92,155.0,63.6
202450679,Sana Lopez,Female,3.64,149.9,24.5
202516228,Yuna Fang,Female,2.63,161.4,65.7
202059560,Namjoon Moon,Male,4.3,175.7,65.4
202184982,Minji Smith,Female,4.3,162.7,44.1
202682551,Ashley Jackson,Female,2.27,161.5,56.5
202345779,Hyein Young,Female,2.82,162.6,49.1
202411015,Chaeyoung Eom,Female,4.15,153.8,49.2
202663978,Daniel Jones,Male,3.3,176.3,72.5
202688208,Yeri Shin,Female,3.28,160.5,53.0
202696696,Chaewon Kang,Female,3.03,157.3,47.2
202611889,Walter La,Male,3.76,173.1,69.1
202358458,Frank Park,Male,3.59,172.3,77.8
202205757,Michelle Nelson,Female,4.1,173.6,55.2
202295209,Jennifer Mitchell,Female,3.51,163.2,54.1
202594368,Yoona Lewis,Female,2.6,168.8,52.4
202251079,George Thomas,Male,2.49,165.7,59.9
202276713,Diane Park,Female,3.21,159.2,54.4
202165567,Chanyeol Hall,Male,3.99,184.5,79.1
202630267,Christine Won,Female,2.69,156.8,59.0
202280861,Yoongi Joo,Male,3.37,175.8,66.6
202637322,Kyle Anderson,Male,3.39,179.4,72.1
202652580,Shirley Johnson,Female,4.14,153.6,52.7
202539985,Carolyn Eom,Female,3.92,163.7,56.9
202606514,Justin Taylor,Male,3.39,173.5,62.2
202308889,Jessica Huh,Female,3.11,170.1,70.3
202329134,Cynthia Young,Female,3.45,163.0,60.7
202227791,Anna Ramirez,Female,1.66,161.5,59.6
202274102,Ethan Baker,Male,2.17,177.1,69.8
202575612,Diane Bae,Female,1.91,154.3,54.4
202674587,Harold Gonzalez,Male,2.71,170.0,85.3
202303956,Eunchae Sanchez,Female,2.77,161.0,54.5
202137886,Adam Carter,Male,4.13,169.8,77.6
202653635,Joan Nelson,Female,3.73,156.6,51.7
202587436,Rachel Roberts,Female,3.51,160.2,46.3
202048265,Paul Lewis,Male,3.98,174.3,53.9
202629311,Hoseok Lim,Male,3.98,176.8,73.4
202633794,Jongin Jackson,Male,3.4,169.5,76.6
202672892,Robert Baker,Male,3.49,176.4,92.0
202324621,Irene Robinson,Female,3.79,162.1,67.8
202639766,Stephen Choi,Male,4.09,187.0,61.8
202015770,Andrew Thompson,Male,3.49,182.5,101.2
202249563,Jason Hall,Male,2.6,176.6,64.7
202696923,Ronald Miller,Male,3.19,172.6,82.9
202609211,Hyein Yoo,Female,3.47,165.8,62.7
202588357,Sieun Ryu,Female,2.93,165.2,41.7
202683206,Tzuyu Chung,Female,3.34,171.2,68.0
202093325,Stephen Clark,Male,3.98,163.9,74.2
202177757,Karina Smith,Female,2.35,165.9,55.3
202398042,Dojun Park,Male,4.3,171.0,75.4
202696740,Gary Huh,Male,3.87,167.6,65.1
202311732,Frank Yang,Male,3.08,173.9,68.7
202575979,Eunchae Harris,Female,3.32,154.2,52.3
202490297,Yoona Hernandez,Female,3.03,162.8,65.9
202674946,Seungmin Ramirez,Male,4.21,175.9,82.9
202511294,Seulgi Yang,Female,4.07,160.3,66.1
202227177,Daniel Min,Male,3.3,177.6,85.4
202314796,Hayoon Min,Female,3.47,158.8,50.0
202469297,Susan Hwang,Female,2.36,167.6,70.5
202339571,Ruth White,Female,2.68,164.6,40.6
202594020,Christine Lim,Female,3.76,167.4,67.6
202248274,Kenneth Allen,Male,2.8,174.9,66.4
202539554,Miyeon Song,Female,2.9,159.4,63.9
202194462,Tyler Campbell,Male,3.01,163.9,64.3
202687733,Tyler Carter,Male,2.71,174.4,68.9
202170398,Lauren Gomez,Female,2.8,161.5,50.6
202359659,Shuhua Huh,Female,3.58,161.0,42.3
202633630,Minseok Baker,Male,3.81,187.9,70.7
202011231,Barbara Cheon,Female,3.1,152.3,51.3
202175470,Nicole Sanchez,Female,3.21,162.5,60.7
202184125,Minji Ahn,Female,2.37,159.6,57.8
202246555,Taeil Martinez,Male,3.86,167.3,70.9
202323429,Eunwoo Yang,Male,2.91,175.5,71.5
202230409,Minji Kwon,Female,3.58,154.6,58.5
202651311,Leeseo Huh,Female,2.61,159.4,43.6
202516267,Douglas Perez,Male,4.14,159.6,46.2
202002223,Inseong Davis,Male,4.03,181.0,75.2
202296730,Yeri Wright,Female,2.46,160.3,53.5
202677656,Carolyn Hwang,Female,2.81,154.8,53.8
202068064,Robert Garcia,Male,3.87,183.7,61.4
202172293,Minnie La,Female,4.26,158.1,57.4
202145250,Olivia Gomez,Female,3.2,161.6,62.5
202498384,Rebecca Chung,Female,2.97,160.2,55.5
202491326,Jason Hill,Male,3.11,171.0,67.1
202627389,Jeno Roberts,Male,3.73,172.7,70.9
202663914,Edward Adams,Male,2.22,175.3,54.4
202108853,Yujun Torres,Male,2.6,169.9,64.8
202656320,Jessica Jin,Female,2.96,155.1,55.5
202512922,Chaeyoung Sanchez,Female,4.3,154.0,43.4
202146697,Wonyoung Hwang,Female,3.08,157.4,52.1
202126448,Nathan Flores,Male,2.99,171.3,65.8
202419337,Jongin Kang,Male,3.31,169.0,69.9
202048034,Jack Chung,Male,2.98,168.4,67.2
202404780,Nayeon Harris,Female,4.09,160.7,49.7
202177593,Jeongyeon Flores,Female,2.74,165.2,63.3
202612962,Virginia Carter,Female,4.3,158.1,60.6
202234817,Yuna Jeong,Female,3.28,165.2,54.5
202430345,Karina Gomez,Female,3.69,164.3,53.0
202273741,Charles Son,Male,2.01,167.5,78.9
202374949,George Woo,Male,4.27,180.6,59.4
202604385,Charles Wilson,Male,3.04,175.7,56.3
202117987,Jose Huh,Male,2.93,170.9,64.1
202535181,Tzuyu Choi,Female,3.85,155.0,44.1
202103460,Hanni Miller,Female,3.73,160.6,53.4
202644419,Taeil Clark,Male,3.71,173.7,67.5
202291614,Sharon Nelson,Female,3.02,170.1,59.6
202053809,Jason Harris,Male,3.08,178.2,79.0
202054988,Winter Jang,Female,3.54,153.2,44.7
202683395,Terry Young,Male,3.55,175.3,61.2
202296845,Adam Choi,Male,3.46,167.7,66.4
202221817,Stephen Han,Male,3.42,178.7,69.3
202632901,Jose Jin,Male,3.48,168.9,65.8
202437177,Emma Ku,Female,3.59,159.0,46.5
202452258,Kelly Phillips,Female,4.14,165.7,51.3
202581529,Dennis Jeon,Male,2.99,171.2,67.5
202007390,Amy Roberts,Female,3.83,159.1,49.1
202659922,Matthew Ha,Male,3.2,169.8,50.4
202399399,Christina Torres,Female,3.66,159.2,54.9
202323674,Moonbin Yang,Male,3.83,166.8,59.5
202543206,Jiyoung Jang,Female,3.12,160.3,49.4
202619622,Amanda Flores,Female,2.37,159.9,58.0
202677859,Sehun Johnson,Male,3.22,176.6,69.3
202022816,Dahyun Seong,Female,3.18,167.6,47.3
202090999,Jonathan Allen,Male,3.57,181.6,71.0
202164980,Gaeul Bae,Female,3.55,161.7,52.3
202680658,Joseph Garcia,Male,3.6,178.5,79.9
202017594,Ashley Lopez,Female,4.3,157.3,57.7
202458090,Tyler White,Male,2.97,171.1,70.2
202698593,Katherine Wright,Female,1.79,164.7,50.0
202008222,Soyeon Torres,Female,3.28,161.0,48.9
202359134,Jungkook Kwon,Male,2.74,160.7,64.3
202064840,Seokjin Yang,Male,3.15,176.4,72.1
202575301,Christian Walker,Male,3.87,173.5,67.1
202151626,Mina Martinez,Female,3.76,157.6,43.6
202567582,Inseong Johnson,Male,2.5,170.4,56.4
202035314,Seoyeon Smith,Female,3.87,150.8,49.1
202489946,Chenle Johnson,Male,3.21,181.7,93.2
202014887,Minji Won,Female,3.48,166.9,58.4
202123604,Andrew Johnson,Male,3.32,174.2,55.8
202132435,Elizabeth Adams,Female,4.12,165.4,59.5
202244766,Jiho Cha,Male,3.36,178.1,78.9
202426026,Nancy Ramirez,Female,3.56,159.1,51.3
202162007,Hyunwoo Cha,Male,2.92,169.8,56.7
202543006,Yunjin Gomez,Female,2.73,162.2,51.2
202307724,Joy Thompson,Female,3.05,155.2,53.7
202572633,Debra Gonzalez,Female,3.46,162.3,59.9
202612583,Keith Kwak,Male,3.23,176.0,70.7
202027150,Patrick Yoo,Male,2.7,181.6,89.1
202202994,Namjoon Nguyen,Male,2.38,176.6,73.1
202461026,Elizabeth Jeon,Female,2.81,157.5,43.3
202628831,Janet Son,Female,2.7,158.2,62.2
202041978,Margaret Brown,Female,2.61,175.6,55.5
202569103,Heather Song,Female,3.27,163.4,62.4
202034642,Yunjin Lee,Female,3.78,151.0,50.3
202328549,Keith Baek,Male,3.69,172.2,65.1
202278970,Shuhua Lim,Female,4.11,165.8,62.5
202403997,Lisa Eom,Female,2.82,168.7,62.8
202345791,Jeremy Son,Male,3.38,173.3,68.3
202519363,Moonbin Brown,Male,2.68,173.3,66.4
202380238,Lisa Nguyen,Female,4.3,155.6,51.5
202202912,Timothy Smith,Male,3.08,166.1,68.3
202014484,William Yoon,Male,2.94,176.0,61.4
202540404,Scott Shin,Male,3.3,180.7,71.7
202264089,Seulgi Taylor,Female,2.18,160.4,53.2
202358749,Sandra Park,Female,3.0,156.3,43.8
202059393,Emily Thomas,Female,2.97,164.7,60.2
202693601,Brian Cha,Male,4.3,161.2,62.0
202539290,Yoona Thomas,Female,2.89,168.4,55.7
202647146,Eunchae Bae,Female,3.92,153.0,40.2
202065769,Soyeon Ku,Female,2.97,164.6,69.7
202008336,Brenda Lopez,Female,3.68,161.0,52.8
202539072,Rowoon Thomas,Male,3.75,166.4,72.5
202396926,Jennifer Jang,Female,2.68,159.4,59.2
202180071,Alexander Kim,Male,3.37,171.0,62.1
202616839,Heather White,Female,3.1,157.2,53.6
202297246,Olivia Lopez,Female,3.56,168.0,61.6
202052092,Ningning Lee,Female,2.7,154.1,42.9
202275025,Shuhua Baek,Female,3.33,161.0,53.2
202591394,Yeri Hong,Female,4.3,164.8,60.2
202092981,Amy Oh,Female,2.5,156.9,56.5
202247819,Chenle Hong,Male,3.58,174.4,75.5
202605629,Jisung Jang,Male,3.7,184.2,79.7
202507137,Dawon Cho,Male,3.64,173.5,71.8
202404023,Charles Garcia,Male,3.24,175.9,89.0
202331454,Wendy Flores,Female,3.49,175.6,65.7
202244477,Kelly Ko,Female,3.59,167.8,52.4
202629746,Inseong Hwang,Male,3.39,178.4,75.3
202308317,Rosé Adams,Female,3.29,170.8,52.0
202399603,Kyungsoo Cha,Male,3.86,172.6,68.1
202077996,Justin Yoon,Male,3.09,175.3,63.6
202399984,Yuna Choi,Female,3.62,158.2,47.5
202091665,Yunjin Jin,Female,3.07,167.7,48.1
202342749,Pamela Martin,Female,4.03,159.3,55.7
202132462,Wonyoung Hall,Female,3.93,157.1,48.4
202154204,Virginia Ahn,Female,2.15,163.4,55.2
202279879,Jisung Martin,Male,3.56,174.1,74.3
202233845,Elizabeth Baker,Female,3.47,167.6,54.8
202405629,Brenda Martin,Female,3.86,165.9,70.0
202476921,Amanda Ko,Female,3.77,159.8,69.8
202018586,Katherine Davis,Female,2.19,154.4,51.4
202375812,Jiyoung Kwon,Female,2.83,160.1,62.2
202355072,Christopher Harris,Male,2.37,170.7,75.8
202141827,Sanha Gomez,Male,3.45,184.7,81.0
202033577,Jihoon Johnson,Male,4.3,175.9,78.4
202220855,Haechan Park,Male,2.93,165.7,52.1
202039639,Scott Smith,Male,3.9,170.0,70.6
202518301,Chaewon Yang,Female,2.63,158.4,63.3
202698419,Taehyung Flores,Male,2.06,171.9,68.4
202121986,Jinyoung Anderson,Male,2.96,181.0,89.5
202076882,Carolyn Gomez,Female,3.42,157.0,54.2
202567646,Victoria Yoon,Female,3.32,164.1,56.2
202220648,Yuri Huh,Female,3.43,162.6,60.9
202187400,Joonho Yang,Male,3.34,173.5,69.4
202248263,Sieun Harris,Female,2.96,157.6,48.6
202108474,Ryan Wilson,Male,2.69,163.0,57.7
202647553,Susan Ko,Female,3.34,155.9,50.1
202397406,Sieun Scott,Female,3.7,151.2,49.6
202412729,Zachary Jackson,Male,3.17,178.6,65.3
202007052,Eunwoo Lee,Male,3.41,168.3,80.8
202324168,Sooyoung Ramirez,Female,3.56,159.9,55.9
202680278,Nicole Allen,Female,3.74,165.8,44.7
202363208,Stephen Anderson,Male,3.34,173.9,65.4
202307481,Sujin Ha,Female,3.6,163.3,53.1
202671220,Jennifer King,Female,3.68,163.3,61.9
202337122,Joshua Huh,Male,3.48,171.5,73.8
202353785,Olivia Son,Female,3.95,165.6,68.2
202692878,Gerald Roberts,Male,2.99,169.0,62.9
202573065,Nancy Perez,Female,2.51,164.8,62.3
202109446,Ningning Phillips,Female,3.28,157.2,47.7
202378718,Olivia Torres,Female,3.1,163.5,71.1
202196238,Jihoon Chae,Male,4.3,160.9,50.8
202232221,Sungmin Thomas,Male,3.52,174.9,56.3
202217827,Carolyn Choi,Female,2.37,163.2,52.4
202644175,Jack Lim,Male,3.49,171.3,73.6
202360600,Lauren Anderson,Female,3.37,165.6,64.3
202334830,Jennifer Thompson,Female,2.63,152.9,55.0
202165623,Seokjin Chung,Male,4.14,175.3,67.9
202509534,Yixing Sanchez,Male,4.3,175.5,70.6
202042061,Patricia Ko,Female,4.18,154.5,59.3
202204862,Olivia Shin,Female,1.94,162.5,58.8
202193686,Adam Chung,Male,3.22,171.3,58.6
202676335,Jisung White,Male,3.87,183.7,79.4
202367136,Gary Song,Male,3.14,179.0,70.1
202045158,Shirley Clark,Female,2.59,166.9,54.9
202435696,Dennis Ko,Male,3.97,181.3,76.3
202542273,Sakura Young,Female,4.3,163.6,55.2
202079012,Barbara Moon,Female,2.39,163.8,64.0
202052237,Joyce Martinez,Female,2.24,164.9,55.3
202385249,Joseph Chae,Male,2.95,176.1,71.6
202245436,Jason Johnson,Male,4.03,176.9,74.3
202186740,Namjoon Nam,Male,4.3,179.9,79.7
202524846,Donna Robinson,Female,4.04,162.6,66.0
202067744,Minjun Phillips,Male,2.16,176.5,71.1
202421567,George Lim,Male,3.69,179.2,80.0
202012296,Timothy Han,Male,3.57,173.4,62.1
202191253,Sandra Hill,Female,4.28,172.6,45.6
202240471,Michael Campbell,Male,3.83,170.7,76.6
202342090,Rei Kim,Female,3.1,161.9,68.0
202009860,Kathleen Shin,Female,3.65,162.6,53.2
202451142,Jongin Moore,Male,3.3,179.6,63.4
202417499,Mark Taylor,Male,2.62,168.8,51.0
202372077,Hanni Jackson,Female,3.61,163.0,53.4
202168203,Nancy Chae,Female,4.24,157.1,39.7
202457442,Edward Ha,Male,2.99,176.7,46.1
202090287,Jacob Brown,Male,3.05,180.6,73.8
202434421,Gerald Chung,Male,2.46,180.0,90.5
202632737,Seunghoon Huh,Male,3.95,181.8,83.6
202074062,Sarah Ku,Female,4.05,163.5,59.6
202173710,Raymond Ramirez,Male,3.73,164.6,73.5
202581858,Ethan Han,Male,3.21,168.4,65.2
202126909,Haechan Anderson,Male,2.55,174.4,84.2
202650964,Jennifer Campbell,Female,3.58,168.1,54.3
202076143,Haechan Son,Male,3.27,160.4,53.7
202400973,Mino Young,Male,3.67,160.3,53.5
202228019,Danielle Seo,Female,3.33,161.6,58.8
202332306,Diane Oh,Female,3.04,156.9,57.1
202095756,Ruth Fang,Female,3.59,160.6,51.8
202398540,Jiho Jang,Male,3.89,181.2,79.0
202233973,Amanda Ryu,Female,3.6,162.8,64.1
202188291,Moonbin Adams,Male,3.66,183.2,91.3
202633923,Samantha Gomez,Female,3.98,169.1,68.0
202243692,Jaemin Eom,Male,2.76,177.2,86.8
202087524,Minjun Garcia,Male,2.81,168.0,54.3
202264864,Chani Smith,Male,3.41,177.0,68.9
202360560,Laura Flores,Female,3.69,163.3,60.9
202192544,Tyler Jackson,Male,4.2,176.2,64.1
202627905,Eunji Lewis,Female,2.29,167.0,61.6
202493827,Nathan Miller,Male,3.07,175.1,72.7
202194602,Terry Jones,Male,3.19,185.5,71.2
202375284,Ashley Ku,Female,3.23,158.3,47.3
202341228,Brian Gonzalez,Male,2.87,170.7,67.3
202187375,Pamela Smith,Female,3.8,161.6,55.2
202631690,Robert Allen,Male,3.99,173.0,68.0
202560618,Betty Carter,Female,2.7,160.8,55.5
202041227,Tzuyu Anderson,Female,3.81,156.8,47.8
202346465,Jeongyeon Hall,Female,3.62,156.6,51.8
202276412,Eunchae King,Female,3.34,156.4,41.2
202587558,Taeil Ryu,Male,3.92,171.5,63.2
202061291,Helen Robinson,Female,4.3,160.6,54.3
202208664,Susan Cha,Female,3.4,175.8,53.0
202680673,Yixing Nam,Male,3.71,176.6,66.1
202484669,Samuel Son,Male,3.2,175.6,74.8
202054855,Jihyo Baek,Female,2.31,159.6,50.2
202624287,Seokjin Jeong,Male,2.77,187.7,80.0
202531148,Rei Ha,Female,3.47,163.1,56.3
202345828,Mark Cheon,Male,3.41,178.1,60.2
202510914,Jimin Phillips,Male,3.8,180.6,65.1
202226332,Paul Garcia,Male,3.22,168.9,57.8
202426086,Diane Carter,Female,2.69,161.0,54.5
202281788,Scott Campbell,Male,3.46,171.7,69.7
202560338,Sujin Bae,Female,3.06,155.5,56.0
202101729,Eunchae Rodriguez,Female,3.21,159.0,51.8
202001798,Ronald King,Male,2.22,170.9,77.2
202603546,Shirley Allen,Female,3.4,162.9,68.9
202329532,Rebecca Min,Female,2.65,165.5,66.0
202118767,Rosé Anderson,Female,4.3,158.9,61.7
202399318,Seojun Martin,Male,3.49,178.5,61.0
202584308,Elizabeth King,Female,3.83,156.8,53.5
202150430,Sehun Fang,Male,3.15,179.0,71.1
202436087,Jeremy Shin,Male,3.53,174.6,80.8
202049421,Junmyeon Martin,Male,3.12,165.7,54.1
202576527,Rosé Garcia,Female,4.07,164.4,53.6
202213980,Carolyn Ramirez,Female,3.79,155.5,45.7
202656642,Yuri Carter,Female,3.36,161.3,48.5
202432708,Dennis Roberts,Male,2.92,179.9,73.2
202388861,Namjoon Ha,Male,4.27,160.9,62.6
202668975,Michael Jeon,Male,3.5,169.9,64.8
202311994,Nicole Lewis,Female,3.82,172.9,71.6
202603570,Benjamin Kwon,Male,2.82,175.2,60.4
202443822,Ethan Jones,Male,3.54,170.9,52.7
202170343,Edward Thomas,Male,2.35,171.5,77.7
202131628,Brenda Phillips,Female,3.65,158.7,50.8
202002757,Scott Kwak,Male,2.24,181.8,75.7
202498977,Thomas Bae,Male,3.68,170.3,80.3
202336013,Minji Thomas,Female,3.99,155.8,50.7
202550775,Joan Thomas,Female,3.52,159.6,48.9
202426088,Minnie Park,Female,3.77,148.9,43.0
202269261,Matthew Won,Male,4.16,172.3,68.3
202543583,David Nam,Male,4.13,167.8,70.8
202146866,Tzuyu Davis,Female,2.11,157.4,65.4
202645715,Samantha Son,Female,3.4,156.4,48.3
202066952,Baekhyun Jang,Male,3.41,172.5,74.0
202277028,Joy Won,Female,3.95,162.1,48.3
202669762,Christina Adams,Female,2.72,162.1,43.3
202291114,Seohyun Baker,Female,2.65,163.9,67.3
202050567,Nayeon Sanchez,Female,2.23,158.2,48.9
202612069,Emily Flores,Female,2.62,155.5,52.8
202107944,Jason Cho,Male,3.5,175.5,76.9
202621346,Dorothy Park,Female,3.82,167.2,71.1
202540984,Seohyun Ryu,Female,4.3,169.1,40.1
202040211,Karen Park,Female,3.52,157.1,39.8
202508659,Sungmin Wilson,Male,3.64,174.3,79.6
202130235,Kyle Lim,Male,2.45,180.5,72.9
202615594,Roger Wright,Male,3.64,177.9,68.6
202153840,Sunny Allen,Female,3.86,159.8,59.6
202340575,Peter Son,Male,3.61,178.3,75.9
202377795,Christian Robinson,Male,2.95,179.8,65.9
202436189,Dawon Han,Male,3.52,175.9,70.4
202201890,Hoseok Bae,Male,2.98,172.2,67.0
202511842,Dojun Won,Male,2.59,170.7,56.3
202206465,Jiyoung Lewis,Female,2.75,158.5,50.0
202395698,Chaeyoung Johnson,Female,3.38,158.0,54.1
202309946,Yujin Choi,Female,3.61,168.7,53.2
202575073,Jaemin Kwon,Male,3.83,174.4,65.5
